smart_uid,province,municipality,road_name,address_road,address_lot,latitude,longitude,lighting_control,sensor_type,manager,manager_phone,data_date,source_file
SMART-f15f43f704,충청남도,보령시,대해로,,충청남도 보령시 궁촌동 25-3,36.34312097,126.5941559,N,적외선센서,충청남도 보령시청 교통과,041-930-3991,2026-04-25,전국스마트가로등표준데이터.csv
SMART-d5f61702ae,충청남도,서산시,향교4로,,충청남도 서산시 예천동 232-7,36.76182605,126.4483785,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-ca3276c3c5,충청남도,서산시,향교4로,,충청남도 서산시 예천동 232-7,36.76188256,126.4483785,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-36f5e5732c,충청남도,서산시,향교4로,,충청남도 서산시 예천동 233-4,36.76173944,126.4492407,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-2aad9312a2,충청남도,서산시,향교4로,,충청남도 서산시 예천동 203-4,36.76170203,126.4496682,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-dfaaf65899,충청남도,서산시,향교4로,,충청남도 서산시 예천동 202-6,36.76165063,126.4503888,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-6668aafa93,충청남도,서산시,향교4로,,충청남도 서산시 예천동 202-6,36.76160947,126.4503197,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-d13e9fd3d0,충청남도,서산시,향교4로,,충청남도 서산시 예천동 202-6,36.76165077,126.4503888,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-1bfc162bf2,충청남도,서산시,향교4로,,충청남도 서산시 예천동 243-7,36.76151957,126.4509998,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-a701545c20,충청남도,서산시,향교4로,,충청남도 서산시 예천동 243-3,36.76152423,126.4516531,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-2b89cb9ac4,충청남도,서산시,향교4로,,충청남도 서산시 예천동 1,36.76141581,126.4521375,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-6f4e7f3f44,충청남도,서산시,향교4로,,충청남도 서산시 석남동 232-4,36.7602302,126.4526991,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-0d7a0a5c8f,충청남도,서산시,향교4로,,충청남도 서산시 석남동 232-4,36.7602302,126.4526777,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-4d3887fded,충청남도,서산시,성연3로,,충청남도 서산시 석남동 231-2,36.76107825,126.4528485,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-65ba272070,충청남도,서산시,성연3로,,충청남도 서산시 석남동 662-12,36.7609718,126.4530837,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-1ea243e30e,충청남도,서산시,성연3로,,충청남도 서산시 석남동 231-2,36.76107825,126.4528142,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-bd7e2d07a8,충청남도,서산시,성연3로,,충청남도 서산시 석남동 258-3,36.76112351,126.4565988,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-4697192776,충청남도,서산시,성연3로,,충청남도 서산시 석남동 258-3,36.76117553,126.4565988,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-bcf51329ef,충청남도,서산시,성연3로,,충청남도 서산시 석남동 258-3,36.76115005,126.4565988,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-fed48ee9a7,충청남도,서산시,성연4로,,충청남도 서산시 석남동 254-1,36.76124368,126.4558326,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-954a82f718,충청남도,서산시,성연4로,,충청남도 서산시 석남동 660-32,36.76326632,126.4617323,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-35f383faff,충청남도,서산시,성연4로,,충청남도 서산시 석남동 575,36.76120821,126.4549981,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-b49f3ca0a5,충청남도,서산시,성연4로,,충청남도 서산시 석남동 149-7,36.76263371,126.4532034,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-954740bd5e,충청남도,서산시,성연4로,,충청남도 서산시 석남동 226-6,36.76232602,126.4532416,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-27144ad761,충청남도,서산시,성연4로,,충청남도 서산시 석남동 576-5,36.76177664,126.4533909,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-5c18236138,충청남도,서산시,성연4로,,충청남도 서산시 석남동 576-5,36.76178993,126.4533535,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-c647e6eeb2,충청남도,서산시,성연4로,,충청남도 서산시 석남동 568-1,36.76081435,126.4573892,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-a14794eaa4,충청남도,서산시,성연4로,,충청남도 서산시 석남동 568-1,36.76086023,126.4573892,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-fe5e5b6cc5,충청남도,서산시,성연4로,,충청남도 서산시 석남동 685,36.76006849,126.4565776,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-8a40bca2cc,충청남도,서산시,성연4로,,충청남도 서산시 석남동 569-1,36.76090682,126.4561999906,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
SMART-7b22dda949,충청남도,서산시,성연4로,,충청남도 서산시 석남동 569-1,36.76097251,126.4561999906,Y,조도센서,충청남도 서산시청,041-660-2389,2026-01-12,전국스마트가로등표준데이터.csv
